location,date,total_cases,total_deaths
United States,2020-09-20,6810862.0,199546.0
United States,2020-09-21,6862834.0,199974.0
United States,2020-09-22,6902696.0,201006.0
United States,2020-09-23,6941758.0,202061.0
United States,2020-09-24,6988869.0,202966.0
United States,2020-09-25,7037151.0,203899.0
United States,2020-09-26,7081803.0,204671.0
United States,2020-09-27,7119311.0,204985.0
United States,2020-09-28,7152546.0,205343.0
United States,2020-09-29,7195994.0,206203.0
United States,2020-09-30,7235428.0,207140.0
United States,2020-10-01,7281081.0,208007.0
United States,2020-10-02,7336043.0,208871.0
United States,2020-10-03,7384578.0,209547.0
United States,2020-10-04,7420293.0,209925.0
United States,2020-10-05,7459742.0,210406.0
United States,2020-10-06,7504998.0,211096.0
United States,2020-10-07,7556060.0,212015.0
United States,2020-10-08,7614653.0,213008.0
United States,2020-10-09,7671034.0,213981.0
United States,2020-10-10,7725952.0,214633.0
United States,2020-10-11,7771893.0,215100.0
United States,2020-10-12,7813735.0,215494.0
United States,2020-10-13,7865983.0,216290.0
United States,2020-10-14,7925748.0,217280.0
United States,2020-10-15,7990636.0,218129.0
United States,2020-10-16,8059782.0,219063.0
United States,2020-10-17,8116518.0,219832.0
United States,2020-10-18,8165858.0,220320.0
United States,2020-10-19,8233610.0,220798.0
United States,2020-10-20,8295581.0,221726.0
United States,2020-10-21,8358864.0,222875.0
United States,2020-10-22,8435164.0,223763.0
United States,2020-10-23,8517113.0,224722.0
United States,2020-10-24,8599842.0,225674.0
United States,2020-10-25,8661982.0,226133.0
United States,2020-10-26,8729385.0,226666.0
United States,2020-10-27,8806228.0,227640.0
United States,2020-10-28,8885632.0,228674.0
United States,2020-10-29,8976684.0,229678.0
United States,2020-10-30,9075924.0,230744.0
United States,2020-10-31,9165619.0,231652.0
United States,2020-11-01,9270467.0,232147.0
United States,2020-11-02,9355775.0,232720.0
United States,2020-11-03,9482891.0,234298.0
United States,2020-11-04,9587499.0,235420.0
United States,2020-11-05,9716853.0,236569.0
United States,2020-11-06,9844858.0,237803.0
United States,2020-11-07,9972308.0,238880.0
United States,2020-11-08,10087380.0,239451.0
United States,2020-11-09,10207953.0,240230.0
United States,2020-11-10,10348449.0,241648.0
United States,2020-11-11,10495075.0,243084.0
United States,2020-11-12,10659914.0,244288.0
United States,2020-11-13,10840303.0,245488.0
United States,2020-11-14,11008064.0,246834.0
United States,2020-11-15,11144288.0,247609.0
United States,2020-11-16,11307233.0,248438.0
United States,2020-11-17,11471155.0,250158.0
United States,2020-11-18,11644332.0,252094.0
United States,2020-11-19,11835880.0,254134.0
United States,2020-11-20,12034177.0,256083.0
United States,2020-11-21,12213451.0,257699.0
United States,2020-11-22,12360235.0,258731.0
United States,2020-11-23,12534684.0,259828.0
United States,2020-11-24,12710198.0,261957.0
United States,2020-11-25,12893485.0,264218.0
United States,2020-11-26,13005807.0,265603.0
United States,2020-11-27,13213995.0,267153.0
United States,2020-11-28,13369528.0,268512.0
United States,2020-11-29,13509762.0,269548.0
United States,2020-11-30,13670332.0,270894.0
United States,2020-12-01,13858551.0,273441.0
United States,2020-12-02,14061108.0,276260.0
United States,2020-12-03,14284721.0,279211.0
United States,2020-12-04,14517506.0,281888.0
United States,2020-12-05,14733048.0,284234.0
United States,2020-12-06,14914060.0,285586.0
United States,2020-12-07,15108918.0,287200.0
United States,2020-12-08,15333410.0,289828.0
United States,2020-12-09,15555949.0,293005.0
United States,2020-12-10,15787464.0,295997.0
United States,2020-12-11,16027441.0,299413.0
United States,2020-12-12,16245026.0,301870.0
United States,2020-12-13,16432729.0,303496.0
United States,2020-12-14,16627550.0,305152.0
United States,2020-12-15,16836556.0,308255.0
United States,2020-12-16,17083256.0,311977.0
United States,2020-12-17,17322981.0,315443.0
United States,2020-12-18,17574950.0,318386.0
United States,2020-12-19,17766856.0,321038.0
United States,2020-12-20,17954675.0,322749.0
United States,2020-12-21,18153724.0,324688.0
United States,2020-12-22,18351735.0,328081.0
United States,2020-12-23,18581353.0,331501.0
United States,2020-12-24,18775557.0,334411.0
United States,2020-12-25,18873203.0,335811.0
United States,2020-12-26,19099491.0,337690.0
United States,2020-12-27,19255126.0,339120.0
United States,2020-12-28,19429760.0,341123.0
United States,2020-12-29,19630012.0,344754.0
United States,2020-12-30,19863696.0,348484.0
United States,2020-12-31,20099363.0,351932.0
United States,2021-01-01,20252991.0,354086.0
United States,2021-01-02,20553301.0,356589.0
United States,2021-01-03,20762047.0,358030.0
United States,2021-01-04,20946329.0,360128.0
United States,2021-01-05,21181440.0,363819.0
United States,2021-01-06,21436884.0,367749.0
United States,2021-01-07,21715174.0,371715.0
United States,2021-01-08,22010389.0,375822.0
United States,2021-01-09,22271084.0,379140.0
United States,2021-01-10,22484332.0,381139.0
United States,2021-01-11,22699326.0,383235.0
United States,2021-01-12,22926246.0,387711.0
United States,2021-01-13,23156608.0,391740.0
United States,2021-01-14,23392315.0,395714.0
United States,2021-01-15,23635046.0,399614.0
United States,2021-01-16,23836726.0,403042.0
United States,2021-01-17,24014508.0,404910.0
United States,2021-01-18,24157924.0,406425.0
United States,2021-01-19,24334630.0,409157.0
United States,2021-01-20,24517866.0,413563.0
United States,2021-01-21,24711684.0,417744.0
United States,2021-01-22,24902437.0,421576.0
United States,2021-01-23,25073050.0,424919.0
United States,2021-01-24,25204112.0,426818.0
United States,2021-01-25,25356081.0,428789.0
United States,2021-01-26,25503621.0,432825.0
United States,2021-01-27,25657566.0,436789.0
United States,2021-01-28,25826176.0,440807.0
United States,2021-01-29,25992744.0,444423.0
United States,2021-01-30,26135056.0,447194.0
United States,2021-01-31,26247053.0,449035.0
United States,2021-02-01,26382255.0,451084.0
United States,2021-02-02,26497588.0,454558.0
United States,2021-02-03,26619229.0,458440.0
United States,2021-02-04,26743204.0,462186.0
United States,2021-02-05,26877601.0,465812.0
United States,2021-02-06,26981588.0,468412.0
United States,2021-02-07,27071236.0,469779.0
United States,2021-02-08,27161551.0,471389.0
United States,2021-02-09,27257183.0,474464.0
United States,2021-02-10,27352360.0,477789.0
United States,2021-02-11,27458120.0,480972.0
United States,2021-02-12,27557758.0,483888.0
United States,2021-02-13,27644880.0,486077.0
United States,2021-02-14,27709901.0,487206.0
United States,2021-02-15,27764087.0,488160.0
United States,2021-02-16,27826806.0,489892.0
United States,2021-02-17,27896924.0,492303.0
United States,2021-02-18,27966848.0,494815.0
United States,2021-02-19,28046145.0,497430.0
United States,2021-02-20,28117670.0,499232.0
United States,2021-02-21,28174750.0,500448.0
United States,2021-02-22,28230970.0,501751.0
United States,2021-02-23,28303233.0,504026.0
United States,2021-02-24,28377965.0,507202.0
United States,2021-02-25,28455466.0,509571.0
United States,2021-02-26,28532812.0,511698.0
United States,2021-02-27,28597387.0,513194.0
United States,2021-02-28,28648744.0,514280.0
United States,2021-03-01,28706973.0,515796.0
United States,2021-03-02,28764033.0,517750.0
United States,2021-03-03,28831226.0,520246.0
United States,2021-03-04,28899277.0,522186.0
United States,2021-03-05,28965728.0,523971.0
United States,2021-03-06,29023931.0,525479.0
United States,2021-03-07,29064938.0,526172.0
United States,2021-03-08,29109974.0,526915.0
United States,2021-03-09,29167616.0,528722.0
United States,2021-03-10,29225536.0,530296.0
United States,2021-03-11,29288010.0,531868.0
United States,2021-03-12,29349533.0,533461.0
United States,2021-03-13,29402465.0,535044.0
United States,2021-03-14,29440686.0,535622.0
United States,2021-03-15,29497352.0,536376.0
United States,2021-03-16,29551309.0,537549.0
United States,2021-03-17,29610445.0,538750.0
United States,2021-03-18,29670983.0,540393.0
United States,2021-03-19,29732612.0,541509.0
United States,2021-03-20,29787986.0,542307.0
United States,2021-03-21,29821754.0,542795.0
United States,2021-03-22,29873347.0,543383.0
United States,2021-03-23,29926950.0,544243.0
United States,2021-03-24,30013910.0,545724.0
United States,2021-03-25,30081375.0,547254.0
United States,2021-03-26,30158696.0,548396.0
United States,2021-03-27,30221396.0,549176.0
United States,2021-03-28,30264493.0,549690.0
United States,2021-03-29,30333922.0,550397.0
United States,2021-03-30,30395171.0,551273.0
United States,2021-03-31,30462210.0,552352.0
United States,2021-04-01,30541255.0,553420.0
United States,2021-04-02,30611086.0,554361.0
United States,2021-04-03,30674153.0,555078.0
United States,2021-04-04,30709125.0,555369.0
United States,2021-04-05,30786804.0,555877.0
United States,2021-04-06,30847348.0,556718.0
United States,2021-04-07,30922386.0,559289.0
United States,2021-04-08,31002264.0,560292.0
United States,2021-04-09,31084962.0,561164.0
United States,2021-04-10,31151497.0,561873.0
United States,2021-04-11,31197877.0,562156.0
United States,2021-04-12,31268107.0,562623.0
United States,2021-04-13,31345985.0,563446.0
United States,2021-04-14,31421360.0,564402.0
United States,2021-04-15,31495649.0,565289.0
United States,2021-04-16,31575640.0,566224.0
United States,2021-04-17,31627701.0,566904.0
China,2020-01-22,548.0,17.0
China,2020-01-23,643.0,18.0
China,2020-01-24,920.0,26.0
China,2020-01-25,1406.0,42.0
China,2020-01-26,2075.0,56.0
China,2020-01-27,2877.0,82.0
China,2020-01-28,5509.0,131.0
China,2020-01-29,6087.0,133.0
China,2020-01-30,8141.0,171.0
China,2020-01-31,9802.0,213.0
China,2020-02-01,11891.0,259.0
China,2020-02-02,16630.0,361.0
China,2020-02-03,19716.0,425.0
China,2020-02-04,23707.0,491.0
China,2020-02-05,27440.0,563.0
China,2020-02-06,30587.0,633.0
China,2020-02-07,34110.0,718.0
China,2020-02-08,36814.0,805.0
China,2020-02-09,39829.0,905.0
China,2020-02-10,42354.0,1012.0
China,2020-02-11,44386.0,1112.0
China,2020-02-12,44759.0,1117.0
China,2020-02-13,59895.0,1369.0
China,2020-02-14,66358.0,1521.0
China,2020-02-15,68413.0,1663.0
China,2020-02-16,70513.0,1766.0
China,2020-02-17,72434.0,1864.0
China,2020-02-18,74211.0,2003.0
China,2020-02-19,74619.0,2116.0
China,2020-02-20,75077.0,2238.0
China,2020-02-21,75550.0,2238.0
China,2020-02-22,77001.0,2443.0
China,2020-02-23,77022.0,2445.0
China,2020-02-24,77241.0,2595.0
China,2020-02-25,77754.0,2665.0
China,2020-02-26,78166.0,2717.0
China,2020-02-27,78600.0,2746.0
China,2020-02-28,78928.0,2790.0
China,2020-02-29,79356.0,2837.0
China,2020-03-01,79932.0,2872.0
China,2020-03-02,80136.0,2914.0
China,2020-03-03,80261.0,2947.0
China,2020-03-04,80386.0,2983.0
China,2020-03-05,80537.0,3015.0
China,2020-03-06,80690.0,3044.0
China,2020-03-07,80770.0,3072.0
China,2020-03-08,80823.0,3100.0
China,2020-03-09,80860.0,3123.0
China,2020-03-10,80887.0,3139.0
China,2020-03-11,80921.0,3161.0
China,2020-03-12,80932.0,3172.0
China,2020-03-13,80945.0,3180.0
China,2020-03-14,80977.0,3193.0
China,2020-03-15,81003.0,3203.0
China,2020-03-16,81033.0,3217.0
China,2020-03-17,81058.0,3230.0
China,2020-03-18,81102.0,3241.0
China,2020-03-19,81156.0,3249.0
China,2020-03-20,81250.0,3253.0
China,2020-03-21,81305.0,3259.0
China,2020-03-22,81435.0,3274.0
China,2020-03-23,81498.0,3274.0
China,2020-03-24,81591.0,3281.0
China,2020-03-25,81661.0,3285.0
China,2020-03-26,81782.0,3291.0
China,2020-03-27,81897.0,3296.0
China,2020-03-28,81999.0,3299.0
China,2020-03-29,82122.0,3304.0
China,2020-03-30,82198.0,3308.0
China,2020-03-31,82279.0,3309.0
China,2020-04-01,82361.0,3316.0
China,2020-04-02,82432.0,3322.0
China,2020-04-03,82511.0,3326.0
China,2020-04-04,82543.0,3330.0
China,2020-04-05,82602.0,3333.0
China,2020-04-06,82665.0,3335.0
China,2020-04-07,82718.0,3335.0
China,2020-04-08,82809.0,3337.0
China,2020-04-09,82883.0,3339.0
China,2020-04-10,82941.0,3340.0
China,2020-04-11,83014.0,3343.0
China,2020-04-12,83134.0,3343.0
China,2020-04-13,83213.0,3345.0
China,2020-04-14,83306.0,3345.0
China,2020-04-15,83356.0,3346.0
China,2020-04-16,83403.0,3346.0
China,2020-04-17,83760.0,4636.0
China,2020-04-18,83787.0,4636.0
China,2020-04-19,83805.0,4636.0
China,2020-04-20,83817.0,4636.0
China,2020-04-21,83853.0,4636.0
China,2020-04-22,83868.0,4636.0
China,2020-04-23,83884.0,4636.0
China,2020-04-24,83899.0,4636.0
China,2020-04-25,83909.0,4636.0
China,2020-04-26,83912.0,4637.0
China,2020-04-27,83918.0,4637.0
China,2020-04-28,83940.0,4637.0
China,2020-04-29,83944.0,4637.0
China,2020-04-30,83956.0,4637.0
China,2020-05-01,83959.0,4637.0
China,2020-05-02,83959.0,4637.0
China,2020-05-03,83964.0,4637.0
China,2020-05-04,83966.0,4637.0
China,2020-05-05,83968.0,4637.0
China,2020-05-06,83970.0,4637.0
China,2020-05-07,83975.0,4637.0
China,2020-05-08,83976.0,4637.0
China,2020-05-09,83990.0,4637.0
China,2020-05-10,84010.0,4637.0
China,2020-05-11,84011.0,4637.0
China,2020-05-12,84018.0,4637.0
China,2020-05-13,84024.0,4637.0
China,2020-05-14,84029.0,4637.0
China,2020-05-15,84038.0,4637.0
China,2020-05-16,84044.0,4638.0
China,2020-05-17,84054.0,4638.0
China,2020-05-18,84063.0,4638.0
China,2020-05-19,84063.0,4638.0
China,2020-05-20,84063.0,4638.0
China,2020-05-21,84063.0,4638.0
China,2020-05-22,84081.0,4638.0
China,2020-05-23,84084.0,4638.0
China,2020-05-24,84095.0,4638.0
China,2020-05-25,84102.0,4638.0
China,2020-05-26,84103.0,4638.0
China,2020-05-27,84106.0,4638.0
China,2020-05-28,84106.0,4638.0
China,2020-05-29,84123.0,4638.0
China,2020-05-30,84128.0,4638.0
China,2020-05-31,84146.0,4638.0
China,2020-06-01,84154.0,4638.0
China,2020-06-02,84161.0,4638.0
China,2020-06-03,84160.0,4638.0
China,2020-06-04,84171.0,4638.0
China,2020-06-05,84177.0,4638.0
China,2020-06-06,84186.0,4638.0
China,2020-06-07,84191.0,4638.0
China,2020-06-08,84195.0,4638.0
China,2020-06-09,84198.0,4638.0
China,2020-06-10,84209.0,4638.0
China,2020-06-11,84216.0,4638.0
China,2020-06-12,84228.0,4638.0
China,2020-06-13,84286.0,4638.0
China,2020-06-14,84335.0,4638.0
China,2020-06-15,84378.0,4638.0
China,2020-06-16,84422.0,4638.0
China,2020-06-17,84458.0,4638.0
China,2020-06-18,84494.0,4638.0
China,2020-06-19,84494.0,4638.0
China,2020-06-20,84553.0,4639.0
China,2020-06-21,84572.0,4639.0
China,2020-06-22,84624.0,4639.0
China,2020-06-23,84653.0,4640.0
China,2020-06-24,84673.0,4640.0
China,2020-06-25,84701.0,4641.0
China,2020-06-26,84725.0,4641.0
China,2020-06-27,84743.0,4641.0
China,2020-06-28,84757.0,4641.0
China,2020-06-29,84780.0,4641.0
China,2020-06-30,84785.0,4641.0
China,2020-07-01,84816.0,4641.0
China,2020-07-02,84830.0,4641.0
China,2020-07-03,84838.0,4641.0
China,2020-07-04,84857.0,4641.0
China,2020-07-05,84871.0,4641.0
China,2020-07-06,84889.0,4641.0
China,2020-07-07,84917.0,4641.0
China,2020-07-08,84950.0,4641.0
China,2020-07-09,84992.0,4641.0
China,2020-07-10,84992.0,4641.0
China,2020-07-11,85071.0,4641.0
China,2020-07-12,85117.0,4641.0
China,2020-07-13,85117.0,4641.0
China,2020-07-14,85226.0,4642.0
China,2020-07-15,85246.0,4644.0
China,2020-07-16,85327.0,4644.0
China,2020-07-17,85402.0,4645.0
China,2020-07-18,85418.0,4646.0
China,2020-07-19,85503.0,4646.0
China,2020-07-20,85622.0,4646.0
China,2020-07-21,85708.0,4648.0
China,2020-07-22,85906.0,4648.0
China,2020-07-23,86045.0,4649.0
China,2020-07-24,86202.0,4650.0
China,2020-07-25,86381.0,4652.0
China,2020-07-26,86570.0,4652.0
China,2020-07-27,86783.0,4656.0
China,2020-07-28,86990.0,4657.0
China,2020-07-29,87213.0,4658.0
China,2020-07-30,87489.0,4659.0
China,2020-07-31,87655.0,4661.0
China,2020-08-01,87827.0,4667.0
China,2020-08-02,87985.0,4669.0
China,2020-08-03,88099.0,4672.0
China,2020-08-04,88206.0,4676.0
China,2020-08-05,88328.0,4677.0
China,2020-08-06,88460.0,4680.0
China,2020-08-07,88580.0,4681.0
China,2020-08-08,88672.0,4681.0
China,2020-08-09,88793.0,4686.0
China,2020-08-10,88906.0,4689.0
China,2020-08-11,88958.0,4693.0
China,2020-08-12,89045.0,4697.0
China,2020-08-13,89144.0,4700.0
China,2020-08-14,89214.0,4701.0
China,2020-08-15,89279.0,4703.0
China,2020-08-16,89375.0,4703.0
China,2020-08-17,89441.0,4703.0
China,2020-08-18,89494.0,4705.0
China,2020-08-19,89527.0,4706.0
China,2020-08-20,89567.0,4709.0
China,2020-08-21,89616.0,4709.0
China,2020-08-22,89654.0,4711.0
China,2020-08-23,89695.0,4711.0
China,2020-08-24,89718.0,4711.0
China,2020-08-25,89752.0,4712.0
China,2020-08-26,89784.0,4713.0
China,2020-08-27,89814.0,4715.0
China,2020-08-28,89836.0,4718.0
China,2020-08-29,89863.0,4721.0
China,2020-08-30,89895.0,4722.0
China,2020-08-31,89914.0,4723.0
China,2020-09-01,89933.0,4724.0
China,2020-09-02,89953.0,4727.0
China,2020-09-03,89986.0,4728.0
China,2020-09-04,90008.0,4728.0
China,2020-09-05,90025.0,4728.0
China,2020-09-06,90058.0,4730.0
China,2020-09-07,90078.0,4732.0
China,2020-09-08,90087.0,4733.0
China,2020-09-09,90100.0,4733.0
China,2020-09-10,90127.0,4733.0
China,2020-09-11,90145.0,4733.0
China,2020-09-12,90168.0,4734.0
China,2020-09-13,90197.0,4734.0
China,2020-09-14,90219.0,4735.0
China,2020-09-15,90235.0,4736.0
China,2020-09-16,90253.0,4736.0
China,2020-09-17,90294.0,4736.0
China,2020-09-18,90311.0,4737.0
China,2020-09-19,90334.0,4737.0
China,2020-09-20,90369.0,4737.0
China,2020-09-21,90381.0,4737.0
China,2020-09-22,90399.0,4737.0
China,2020-09-23,90409.0,4738.0
China,2020-09-24,90424.0,4738.0
China,2020-09-25,90441.0,4739.0
China,2020-09-26,90456.0,4739.0
China,2020-09-27,90483.0,4739.0
China,2020-09-28,90505.0,4739.0
China,2020-09-29,90528.0,4739.0
China,2020-09-30,90545.0,4739.0
China,2020-10-01,90567.0,4739.0
China,2020-10-02,90584.0,4739.0
China,2020-10-03,90604.0,4739.0
China,2020-10-04,90629.0,4739.0
China,2020-10-05,90652.0,4739.0
China,2020-10-06,90667.0,4739.0
China,2020-10-07,90687.0,4739.0
China,2020-10-08,90728.0,4739.0
China,2020-10-09,90751.0,4739.0
China,2020-10-10,90778.0,4739.0
China,2020-10-11,90812.0,4739.0
China,2020-10-12,90830.0,4739.0
China,2020-10-13,90858.0,4739.0
China,2020-10-14,90869.0,4739.0
China,2020-10-15,90905.0,4739.0
China,2020-10-16,90925.0,4739.0
China,2020-10-17,90955.0,4739.0
China,2020-10-18,90972.0,4739.0
China,2020-10-19,91006.0,4739.0
China,2020-10-20,91022.0,4739.0
China,2020-10-21,91044.0,4739.0
China,2020-10-22,91073.0,4739.0
China,2020-10-23,91108.0,4739.0
China,2020-10-24,91128.0,4739.0
China,2020-10-25,91151.0,4739.0
China,2020-10-26,91175.0,4739.0
China,2020-10-27,91222.0,4739.0
China,2020-10-28,91271.0,4739.0
China,2020-10-29,91299.0,4739.0
China,2020-10-30,91339.0,4739.0
China,2020-10-31,91366.0,4739.0
China,2020-11-01,91397.0,4739.0
China,2020-11-02,91452.0,4739.0
China,2020-11-03,91478.0,4739.0
China,2020-11-04,91509.0,4740.0
China,2020-11-05,91552.0,4741.0
China,2020-11-06,91591.0,4741.0
China,2020-11-07,91622.0,4741.0
China,2020-11-08,91665.0,4741.0
China,2020-11-09,91693.0,4741.0
China,2020-11-10,91719.0,4742.0
China,2020-11-11,91752.0,4742.0
China,2020-11-12,91783.0,4742.0
China,2020-11-13,91807.0,4742.0
China,2020-11-14,91828.0,4742.0
China,2020-11-15,91850.0,4742.0
China,2020-11-16,91872.0,4742.0
China,2020-11-17,91885.0,4742.0
China,2020-11-18,91906.0,4742.0
China,2020-11-19,91935.0,4742.0
China,2020-11-20,91977.0,4742.0
China,2020-11-21,92037.0,4742.0
China,2020-11-22,92116.0,4742.0
China,2020-11-23,92211.0,4742.0
China,2020-11-24,92296.0,4742.0
China,2020-11-25,92402.0,4742.0
China,2020-11-26,92488.0,4742.0
China,2020-11-27,92586.0,4742.0
China,2020-11-28,92681.0,4743.0
China,2020-11-29,92814.0,4743.0
China,2020-11-30,92902.0,4743.0
China,2020-12-01,92993.0,4743.0
China,2020-12-02,93113.0,4744.0
China,2020-12-03,93221.0,4745.0
China,2020-12-04,93348.0,4746.0
China,2020-12-05,93467.0,4746.0
China,2020-12-06,93577.0,4746.0
China,2020-12-07,93670.0,4746.0
China,2020-12-08,93782.0,4746.0
China,2020-12-09,93898.0,4748.0
China,2020-12-10,94025.0,4748.0
China,2020-12-11,94124.0,4748.0
China,2020-12-12,94217.0,4749.0
China,2020-12-13,94328.0,4751.0
China,2020-12-14,94427.0,4754.0
China,2020-12-15,94537.0,4757.0
China,2020-12-16,94626.0,4757.0
China,2020-12-17,94734.0,4759.0
China,2020-12-18,94821.0,4763.0
China,2020-12-19,94953.0,4763.0
China,2020-12-20,95050.0,4764.0
China,2020-12-21,95150.0,4765.0
China,2020-12-22,95228.0,4766.0
China,2020-12-23,95298.0,4767.0
China,2020-12-24,95383.0,4769.0
China,2020-12-25,95460.0,4770.0
China,2020-12-26,95541.0,4770.0
China,2020-12-27,95632.0,4771.0
China,2020-12-28,95720.0,4775.0
China,2020-12-29,95797.0,4777.0
China,2020-12-30,95876.0,4781.0
China,2020-12-31,95963.0,4782.0
China,2021-01-01,96023.0,4782.0
China,2021-01-02,96086.0,4784.0
China,2021-01-03,96160.0,4784.0
China,2021-01-04,96246.0,4787.0
China,2021-01-05,96310.0,4787.0
China,2021-01-06,96398.0,4788.0
China,2021-01-07,96484.0,4788.0
China,2021-01-08,96562.0,4789.0
China,2021-01-09,96690.0,4791.0
China,2021-01-10,96824.0,4792.0
China,2021-01-11,96920.0,4793.0
China,2021-01-12,97095.0,4794.0
China,2021-01-13,97275.0,4796.0
China,2021-01-14,97448.0,4796.0
China,2021-01-15,97616.0,4796.0
China,2021-01-16,97775.0,4797.0
China,2021-01-17,97939.0,4797.0
China,2021-01-18,98164.0,4798.0
China,2021-01-19,98323.0,4800.0
China,2021-01-20,98544.0,4801.0
China,2021-01-21,98786.0,4803.0
China,2021-01-22,98886.0,4803.0
China,2021-01-23,99047.0,4803.0
China,2021-01-24,99247.0,4804.0
China,2021-01-25,99402.0,4807.0
China,2021-01-26,99541.0,4809.0
China,2021-01-27,99655.0,4811.0
China,2021-01-28,99746.0,4813.0
China,2021-01-29,99848.0,4814.0
China,2021-01-30,99968.0,4815.0
China,2021-01-31,100063.0,4817.0
China,2021-02-01,100127.0,4818.0
China,2021-02-02,100177.0,4820.0
China,2021-02-03,100226.0,4821.0
China,2021-02-04,100268.0,4822.0
China,2021-02-05,100318.0,4822.0
China,2021-02-06,100348.0,4822.0
China,2021-02-07,100389.0,4822.0
China,2021-02-08,100435.0,4822.0
China,2021-02-09,100475.0,4824.0
China,2021-02-10,100494.0,4825.0
China,2021-02-11,100527.0,4827.0
China,2021-02-12,100559.0,4828.0
China,2021-02-13,100578.0,4829.0
China,2021-02-14,100599.0,4829.0
China,2021-02-15,100624.0,4829.0
China,2021-02-16,100639.0,4831.0
China,2021-02-17,100666.0,4833.0
China,2021-02-18,100684.0,4833.0
China,2021-02-19,100705.0,4833.0
China,2021-02-20,100727.0,4833.0
China,2021-02-21,100758.0,4833.0
China,2021-02-22,100784.0,4833.0
China,2021-02-23,100807.0,4833.0
China,2021-02-24,100832.0,4834.0
China,2021-02-25,100851.0,4834.0
China,2021-02-26,100885.0,4834.0
China,2021-02-27,100924.0,4834.0
China,2021-02-28,100965.0,4835.0
China,2021-03-01,100990.0,4836.0
China,2021-03-02,101013.0,4836.0
China,2021-03-03,101037.0,4836.0
China,2021-03-04,101055.0,4837.0
China,2021-03-05,101074.0,4837.0
China,2021-03-06,101097.0,4838.0
China,2021-03-07,101132.0,4838.0
China,2021-03-08,101149.0,4838.0
China,2021-03-09,101175.0,4838.0
China,2021-03-10,101194.0,4839.0
China,2021-03-11,101225.0,4839.0
China,2021-03-12,101292.0,4839.0
China,2021-03-13,101349.0,4839.0
China,2021-03-14,101378.0,4839.0
China,2021-03-15,101421.0,4839.0
China,2021-03-16,101443.0,4839.0
China,2021-03-17,101460.0,4839.0
China,2021-03-18,101481.0,4839.0
China,2021-03-19,101498.0,4839.0
China,2021-03-20,101518.0,4839.0
China,2021-03-21,101533.0,4839.0
China,2021-03-22,101560.0,4839.0
China,2021-03-23,101582.0,4840.0
China,2021-03-24,101603.0,4840.0
China,2021-03-25,101623.0,4840.0
China,2021-03-26,101646.0,4841.0
China,2021-03-27,101663.0,4841.0
China,2021-03-28,101675.0,4841.0
China,2021-03-29,101692.0,4841.0
China,2021-03-30,101710.0,4841.0
China,2021-03-31,101732.0,4841.0
China,2021-04-01,101753.0,4841.0
China,2021-04-02,101799.0,4841.0
China,2021-04-03,101821.0,4841.0
China,2021-04-04,101861.0,4841.0
China,2021-04-05,101901.0,4841.0
China,2021-04-06,101920.0,4841.0
China,2021-04-07,101953.0,4841.0
China,2021-04-08,101984.0,4841.0
China,2021-04-09,102012.0,4843.0
China,2021-04-10,102027.0,4843.0
China,2021-04-11,102056.0,4843.0
China,2021-04-12,102078.0,4843.0
China,2021-04-13,102103.0,4844.0
China,2021-04-14,102118.0,4845.0
China,2021-04-15,102135.0,4845.0
China,2021-04-16,102167.0,4845.0
China,2021-04-17,102201.0,4845.0
